projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
b800a68352ecd4219d1611e18711ed3c,2d0bdc51c52d2a05cee17ddccf60bf91,056fd3003c83bb3c1d3371542808c5d4,341269004902,40.911476,-74.160558,Paterson,NJ,07501,suburban,Paterson Public School Dist,Passaic,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Applied Sciences,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,359.55,423.00,25,t,f,2013-12-09
a5d4b357fee7c23e0846e628fbd64731,a8aea5bfcbff80515ab4ff4f6cdc44ca,00b6e73c7766f908f5d0220b07733175,481970001833,32.803303,-97.295662,Fort Worth,TX,76111,urban,Ft Worth Ind School District,Tarrant,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,ESL,Literacy & Language,Supplies,highest poverty,Grades 3-5,30.00,329.42,387.55,44,t,f,2013-12-09
89bb3d4d788c5a76f9bee3c297b8f2ea,b78d705cb434c4b5d27a0071e21fbb00,48a95905a77f8c419263cdd97b0815dc,061455001738,36.802955,-119.781214,Fresno,CA,93726,urban,Fresno Unified School Dist,Fresno,f,f,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,30.00,160.52,188.85,20,f,f,2013-12-09
70abc671ed7d9cefa436aa3d30712154,7081e806a03d83cc95e24464216dfc47,465501a77fe630b9d5963101c8c4b6b2,180015000041,40.106058,-85.637261,Anderson,IN,46012,urban,Anderson Cmty School District,Madison,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 3-5,30.00,596.44,701.69,650,f,f,2013-12-08
73804765c20bea01a1fdebe3553ab8bc,8ca8406339fde5afc750d08ea0b11cea,6916a5cc3233e138db5b428a911d88ca,551236001621,42.718457,-87.871365,Racine,WI,53406,,Racine Unified School District,Racine,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Technology,high poverty,Grades 9-12,30.00,529.10,622.47,60,f,f,2013-12-08
70ee42e219609ceb2d1553b3b3c8b1b9,c02b649f44bc18bb76e6a629b7e52920,51a9d2ebca78ce4263dbc4e1a480771e,360009802551,40.716309,-73.904449,Maspeth,NY,11378,urban,New York City Dept Of Ed,Queens,f,t,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades 3-5,30.00,201.06,236.54,27,f,f,2013-12-08
bf1084963541c214ab16b9eba6be9879,bc109ed98caed0d31a6d72559848f376,275bcd2f5283dc448a12d02ddc4c515d,061422001622,33.696651,-117.976074,Fountain Vly,CA,92708,urban,Fountain Valley School Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,moderate poverty,Grades PreK-2,30.00,365.81,430.36,15,f,f,2013-12-08
23d2fe0c2dd07b55da3d2af33515201d,6535098ec1a1480243e92d85c8323f41,22a28c671e43cc6e6933cb02751f3b71,484644005287,30.786412,-94.434134,Woodville,TX,75979,rural,Woodville Ind School District,Tyler,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,,,Supplies,high poverty,Grades 6-8,30.00,516.87,608.08,86,f,f,2013-12-08
f210fa9a95dde3b6834040082674a453,920c599781cf5ede2b215346d211a352,d01bbd117c6fcf2d7a88590160100015,201299000267,37.641521,-97.288406,Wichita,KS,67210,urban,Wichita Unified Sch Dist 259,Sedgwick,f,f,t,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Technology,highest poverty,Grades 3-5,30.00,310.61,365.42,23,f,f,2013-12-08
adacc33e8f80035f86dea45ab8ad29ab,1af4ce8a565c9b20aa565f7d7ac929c8,0f700f2a4c04e757242bdd8fb2360300,450156000870,34.769350,-80.400829,Pageland,SC,29728,,Chesterfield Co School Dist,Chesterfield,f,f,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,30.00,737.78,867.98,40,f,f,2013-12-08
36b1c8b61aae6f8c1046638754b24482,b5828a8a3d22e257cc3cf9cd2130b32d,7dabcc95c7b8c5fddffd4102c030f87f,"",34.063412,-118.283562,Los Angeles,CA,90005,,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,f,Mrs.,f,f,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Supplies,high poverty,Grades 9-12,30.00,865.71,1018.48,140,f,f,2013-12-08
7e08e38af41de01076ee1fefb9e0131d,0dfcfa415cbc2893e44d8571664108ab,e82a12853ed78855cd743d07ad2c6fb9,062724008244,33.641403,-117.879341,Newport Beach,CA,92660,urban,Newport Mesa Unified Sch Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Civics & Government,History & Civics,Literature & Writing,Literacy & Language,Technology,low poverty,Grades 3-5,30.00,498.82,586.85,29,f,f,2013-12-08
f1020b6fc5d5f840b195fb596cdfba4e,4fce4ce3010c24577c5fbb6059286735,29bade8e1a107b6f98bcd575ff5ffaa7,"",45.540791,-94.157341,Saint Cloud,MN,56301,,St Cloud Ind Sch Dist 742,Stearns,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Mathematics,Math & Science,Supplies,low poverty,Grades 3-5,30.00,766.81,902.13,8,f,f,2013-12-08
af476590f3ff635392384070fccb9987,86cb23d12e2703c7d9465f0c76e18f87,ff37bee9ece7eb4d56923aecda763e35,120144007692,28.355344,-81.347334,Orlando,FL,32824,suburban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Other,highest poverty,Grades PreK-2,30.00,432.80,509.18,18,t,f,2013-12-08
35e5d36b101a709218d8f1f40dff14b1,d89c3cb7463bae2a882c5c217a9955c8,6752ed1d61b02585ff4e1040b5e29e66,040396000316,33.467747,-112.148575,Phoenix,AZ,85009,urban,Isaac Elem School District 5,Maricopa,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades 3-5,30.00,163.48,192.33,15,f,f,2013-12-07
5ad49f1c3218d6f9dc3a6160d681544a,f968d794846bc5db32a621386f1ea04c,31c454487cacba2dc32f1d650d539f0d,240006000136,38.955239,-76.500230,Annapolis,MD,21403,suburban,Anne Arundel Co School Dist,Anne Arundel,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30.00,452.42,532.26,18,f,f,2013-12-06
7cf41fb7e35dca1ecdc6c30bb7e5bb0b,07caa3d23af1beee6827d6e55c5b9402,18904b5a1160dab3beb3d1a2d0e5b136,"",29.671189,-95.570138,Houston,TX,77099,,Houston Ind School District,Harris,t,f,f,f,t,f,Ms.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Other,highest poverty,Grades 9-12,30.00,367.50,432.35,160,t,f,2013-12-06
5ffd0e3cc84236fe9c45d2124c1c8d40,50878e28e135ebcc826bcf0833d9e966,d916f2c84c9e433929ccfe2f47adb3df,181119002015,39.333679,-85.193771,West Harrison,IN,47060,rural,Sunman-dearborn Cmty Sch Dist,Dearborn,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,moderate poverty,Grades 3-5,30.00,549.49,646.46,55,t,f,2013-12-06
6198848625c5bd17d9c9178f83a8afa5,30b36bce7688ec3d96db0fe8cb85b696,eeda5dc7901b7d2ccafcbbec08bea353,220090000719,29.754500,-90.732155,Thibodaux,LA,70301,urban,Lafourche Parish School Dist,Lafourche,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Technology,high poverty,Grades 3-5,30.00,556.99,655.28,36,f,f,2013-12-06
26b26bf71f1a034b8337108fd4ab22cb,2a10c644434ce3b1c216a48d335816c8,e3828a0af457656bc6da753beca0a719,421263005230,40.562673,-78.079109,Alexandria,PA,16611,rural,Juniata Valley School District,Huntingdon,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,,,Supplies,moderate poverty,Grades 3-5,30.00,841.80,990.35,200,f,f,2013-12-05
b0cefe74249c53bc48ac702ca2f40c7f,fe5fe0d1e156864d6b042af9023d7c34,b7126f699e6d74e20f31fff9a35c688e,060962001000,33.880304,-118.236681,Compton,CA,90220,urban,Compton Unified School Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Social Sciences,History & Civics,Supplies,highest poverty,Grades 6-8,30.00,337.01,396.48,200,f,f,2013-12-05
d56c7a10cd64578eebf9d3bf61a822a3,7d64a062388aefd0fa81a7c06362abf9,433ef82c720a55ac0f0462cbc6224b08,341081004388,40.784666,-74.462284,Morristown,NJ,07960,suburban,Morris School District,Morris,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,30.00,344.79,405.64,20,f,f,2013-12-05
d45f09e26f8623911356851e5b21f033,a050bd410a3500c0f7cd8d1c51d4b863,d30a17de458fbd1fdf2f0de34b2199ec,170942000550,40.104233,-88.281437,Champaign,IL,61821,urban,Champaign Cmty Unit Sch Dist 4,Champaign,f,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Technology,high poverty,Grades 6-8,30.00,488.58,574.80,130,f,f,2013-12-05
1e52cac4fc1a17013cc995de229163ed,31123cf1ab0f11b72c7465301f2fd30e,27f00853c2c13669cf4eb21e99481e5c,370058000233,35.845928,-81.480927,Hudson,NC,28638,suburban,Caldwell Co School District,Caldwell,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades 6-8,30.00,639.45,752.29,85,f,f,2013-12-05
bc8412d4ceb382da4eef4ea01e7d3fcd,e540231386a24344ed501bf13591a396,5efba7f9d668148e253407b4f3deb82a,"",41.868628,-87.664478,Chicago,IL,60607,urban,Fulton Elementary Network,Cook,f,t,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Other,highest poverty,Grades 3-5,30.00,339.26,399.13,60,f,f,2013-12-04
d5f129d3c02f02fb05614f81e329357a,d4054c07db0f5dbae171bba4d94957a2,82348875ff03a60784dfa623d9979c01,421899003781,40.081528,-74.975817,Philadelphia,PA,19154,urban,Philadelphia City School Dist,Philadelphia,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,high poverty,Grades 6-8,30.00,242.46,285.25,22,f,f,2013-12-04
2533c67f3b5f2ac4124a94edfce1db6b,9db2e117c2eca296f634dab776ad2af6,e933c6b4de4c3cfb4b5f8397db557ee0,390507204045,41.424855,-83.742750,Tontogany,OH,43565,rural,Otsego Local School District,Wood,f,f,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,,,Supplies,high poverty,Grades 9-12,30.00,466.35,548.65,100,f,f,2013-12-04
95ff0298e398caff7b9969a3d647b085,d3cbac65afddacb3444e863f901c3709,f8a83bdd453302bada71580fca5b5512,180045000093,39.711389,-86.078393,Beech Grove,IN,46107,suburban,Beech Grove City School Dist,Marion,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 9-12,30.00,671.89,790.46,50,t,f,2013-12-04
837be4ac7fc678f3b1f72188385bf10d,390650019938db8a99d66f58c112ba28,7d0f6cea371e7f6dbf0cb7519f897180,130123002837,33.544746,-84.340148,Jonesboro,GA,30236,suburban,Clayton Co Public Schools,Clayton,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Technology,highest poverty,Grades PreK-2,30.00,624.34,734.52,50,t,f,2013-12-04
4e5027070f1bc90935ffa65f1bca47f3,49050052682bd6ddb2bb70fb7e05ed1e,67d772d14626c0772bd3ac2fa78dcc15,510111000391,36.565365,-79.405354,Danville,VA,24541,urban,Danville Public School Dist,Danville City,f,t,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Early Development,Applied Learning,Technology,highest poverty,Grades PreK-2,30.00,792.10,931.88,12,f,f,2013-12-04
a6080cda6d6af99c605007d26c603ee8,897af5134dc781c856a5a30d24ecde6f,993f6d587c61056a5ea7d7d6307f0563,370117000485,35.814551,-80.550982,Cooleemee,NC,27014,rural,Davie Co School District,Davie,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.00,302.67,356.08,23,f,f,2013-12-04
a5febbf087dfa16d549099fae69c6877,2a21b46f89b3bd6acc7c36f8d5d0eeb6,07e310156a45c1a9a9b517d1a4e1e49c,060837000823,39.749310,-121.832153,Chico,CA,95926,urban,Chico Unified School District,Butte,f,f,t,f,f,f,Mrs.,f,f,Health & Wellness,Health & Sports,Mathematics,Math & Science,Supplies,high poverty,Grades 3-5,30.00,184.43,216.98,80,t,f,2013-12-04
15a8d9bcc8ded2bcb36b3fbcb4634fa9,baf291a36832d3772bd8fae5e6005348,c005db862b7c4f1e4a6cc4f5895c35b2,130129001491,33.904133,-84.535041,Smyrna,GA,30080,suburban,Cobb Co School District,Cobb,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,518.94,610.52,16,t,f,2013-12-04
31c712c6c072741f23b5fffed74615e1,3c3ff316a26efa166e17e6899dc2fa17,fe12a88c58059ba2b3761d2b4ad3444e,262883006474,42.982752,-82.463127,Port Huron,MI,48060,suburban,Port Huron Area School Dist,St Clair,f,f,f,f,f,f,Mrs.,f,f,Character Education,Applied Learning,Special Needs,Special Needs,Technology,high poverty,Grades 6-8,30.00,803.24,944.99,20,f,f,2013-12-04
594dd653eb5a645fa6f751dcbf05dfd6,68132572d1cf99f0660ad90d37503dc7,f0fb2524062e50eb18a70da73721bc3a,390438000658,40.038369,-82.947135,Columbus,OH,43224,urban,Columbus City Sch District,Franklin,f,f,f,f,f,f,Mrs.,f,f,ESL,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30.00,140.59,165.40,41,f,f,2013-12-04
262cf930080bf8b9fea1965e35698128,d4ef5994f0e591162cc6c7102a28aa56,021207189155bdb3e11ed8c4f4fc7904,411158000608,43.790588,-123.075674,Cottage Grove,OR,97424,,South Lane Sch District 45j3,Lane,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.00,346.49,407.64,105,f,f,2013-12-04
95a802c6ef917ea9adb5b5c697138ce3,1149e7e5926d8950218c6aa3b12b2dec,270254778b538d9fda3145ab21ab02c0,551365002733,43.794487,-87.761513,Sheboygan,WI,53083,,Sheboygan Area School District,Sheboygan,t,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,,,Supplies,moderate poverty,Grades PreK-2,30.00,448.72,527.91,50,f,f,2013-12-04
55a0afc70a78adb9693b5424486f019d,977558a82f953e51315e85d1874958fb,051dac8717ce97ef54d87ce9a159cdfe,292664001575,38.693920,-90.355583,Saint Louis,MO,63114,suburban,Ritenour School District,St Louis,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Other,Applied Learning,Supplies,highest poverty,Grades 3-5,30.00,291.25,342.65,21,f,f,2013-12-04
579d5ab003f226d18f8fefdf58830679,4f198c0cdcdc06d10526e975494f842d,2882884b41d5a13f140ac7980e21065c,360008605670,40.845264,-73.897179,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,t,f,f,f,f,f,Ms.,f,t,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades 6-8,30.00,347.78,409.15,128,t,f,2013-12-04
118265e5743213af61dac5430812e5f3,685c924654d03ad477af91b4955b62ce,9f6217c31c655c7b3b1e238a2252c80a,010237001435,30.646370,-88.258161,Mobile,AL,36695,rural,Mobile Co Public School Dist,Mobile,f,f,f,f,f,f,Ms.,f,f,History & Geography,History & Civics,,,Supplies,high poverty,Grades 6-8,30.00,390.99,459.99,140,f,f,2013-12-03
4521957afd02a301145a582b22f3e80d,ea4e4b4983517fc179a32586af2d97e3,5b5d781467111fcabc0fab4f18614e3e,362895003917,42.738670,-73.660783,Troy,NY,12180,urban,Enlarged City Sd of Troy,Rensselaer,f,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,,,Other,moderate poverty,Grades 3-5,30.00,435.95,512.88,5,f,f,2013-12-03
d51ef0b073dc2bc63677d2f54365e54c,1b9a46b112a663353c4c2ddc5fb14e44,8b0aeb78071dc5d1b16d90798813586d,291524000693,38.164720,-93.997179,Appleton City,MO,64724,rural,Hudson Elem School Dist R9,Bates,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Books,moderate poverty,Grades PreK-2,30.00,414.66,487.84,21,f,f,2013-12-03
d994677fbe677229bf0b54733966c0ad,76205433892622fc5308e199fa29e14c,70f30ae30c9829b21a1ff5192476ccae,"",40.744293,-73.972667,New York,NY,10016,,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,f,t,Special Needs,Special Needs,,,Supplies,low poverty,Grades PreK-2,30.00,405.12,476.61,6,f,f,2013-12-03
211956de90b98c67bc722d0a083d5142,e4787cea9545eb4393e936504e24d91e,946f3d157775d013689ea06a53884ff5,010114000416,34.351809,-86.001228,Geraldine,AL,35974,rural,Dekalb Co School District,De Kalb,f,f,f,f,f,f,Mrs.,f,f,Character Education,Applied Learning,Special Needs,Special Needs,Supplies,high poverty,Grades 9-12,30.00,464.15,546.06,450,f,f,2013-12-03
db3c9813baa5e90965d726d5369032d1,28760b75b5dbc20bbb0fbf77828fe366,d8526a7add5e3dcb2bfa8f91c88e50a8,420930002003,42.133391,-80.025092,Erie,PA,16510,urban,Erie City School District,Erie,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Books,highest poverty,Grades 3-5,30.00,671.26,789.72,60,t,f,2013-12-03
5155d7a79c6a49bb9b5deeac50db5454,871517a141abe92d88c50bf526406093,1fe3f351d7d441766e52be9a6c41d697,411004000878,45.491512,-122.724358,Portland,OR,97221,urban,Portland School District 1j,Multnomah,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Health & Life Science,Math & Science,Books,moderate poverty,Grades PreK-2,30.00,169.06,198.89,30,f,f,2013-12-03
7c27fd6b83c0eeb9a63380379a60b4ed,08b6461c81d7299698aae5f77c968841,bcfbf3c7a11be39b7af9c9aceb3030d5,063360008955,38.728761,-121.237831,Roseville,CA,95661,urban,Roseville City School District,Placer,f,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades PreK-2,30.00,277.70,326.71,24,f,f,2013-12-02
d0e30e1a863ac6ef23086ac326f31e16,e35c28c143b0e533b9d76f7cc3e86e9e,26786fda8e09623d5a7659fcc5feadd2,420005800500,39.967812,-75.148254,Philadelphia,PA,19123,urban,Philadelphia City School Dist,Philadelphia,t,f,f,f,f,f,Mr.,t,f,Applied Sciences,Math & Science,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 6-8,30.00,752.46,885.25,85,f,f,2013-12-02
00e52d6fc2f57440c293255ee6475bfe,231a3a9ad2e9a12148f280d9440332aa,6752ed1d61b02585ff4e1040b5e29e66,040396000316,33.467747,-112.148575,Phoenix,AZ,85009,urban,Isaac Elem School District 5,Maricopa,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,963.48,1133.51,96,f,f,2013-12-01
a22f765f8d591ce88fac4bd47a8e44d3,69c1be60a0f3829f6be73ff72e165898,3d8fc7d90139b38c74cc453657ad4911,450231000488,34.856928,-82.439238,Greenville,SC,29611,suburban,Greenville Co School District,Greenville,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,30.00,246.01,289.42,27,f,f,2013-12-01
d7f5bf21619c6e7a21a4621e469a6612,50b7f23164513abf885809b7fcd38acf,00ccd2f487e4cd665baf73485c29c4bc,062271003166,33.987732,-118.421343,Los Angeles,CA,90066,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,Environmental Science,Math & Science,Technology,highest poverty,Grades 6-8,30.00,429.26,505.01,180,f,f,2013-12-01
e3a18cc42a623501534b6aac93e64679,d7bb42c1021688abb4f3dcb9bf78cedf,cbf02d8e4a5b19a47b5e4f935bd124c6,062271003245,34.011014,-118.273852,Los Angeles,CA,90037,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,Literature & Writing,Literacy & Language,Other,highest poverty,Grades PreK-2,30.00,343.35,403.94,75,f,f,2013-12-01
84cd42ec940241c1c2a9e711a7c5668e,e38e035307b9856f4bd93deb5514a585,59cdc1a7b16a091c634c8a4d7fca10a0,062271003195,34.110117,-118.198144,Los Angeles,CA,90042,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,,,Supplies,high poverty,Grades 3-5,30.00,207.13,243.68,35,f,f,2013-12-01
e6202bd17c055e77878893574e9c0e1c,327e706e254e13b8ff14d0de541c186d,0fd88da0d559f2d9359eac90f609e964,062211002627,37.684967,-121.742363,Livermore,CA,94550,suburban,Livermore Valley Joint Unif SD,Alameda,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Environmental Science,Math & Science,Supplies,high poverty,Grades PreK-2,30.00,380.19,447.28,24,f,f,2013-12-01
4c117f66b8241d0b4eafbccc4018dee2,33af91615262d12c5c319e060142c9b0,d88e8cf8519263efdc4985275693010f,470294001159,35.084602,-89.931052,Memphis,TN,38111,urban,Memphis City School District,Shelby,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Health & Life Science,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,232.95,274.06,19,f,f,2013-12-01
4d28c47d629b1ed783543834dbb5d0ab,c0c9dab28f0cb0917b8a782213f1175b,3887f462b7e4036a617857940b235637,150003000099,21.471515,-158.000156,Mililani,HI,96789,suburban,Central Oahu School District,Honolulu,f,f,t,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,Extracurricular,Applied Learning,Supplies,moderate poverty,Grades 3-5,30.00,771.20,907.29,29,f,f,2013-12-01
4e0dd5c1063a676373d09f2058133496,031a13f19f7a3889e042a300b43524e6,ff37bee9ece7eb4d56923aecda763e35,120144007692,28.355344,-81.347334,Orlando,FL,32824,suburban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.00,680.41,800.48,17,t,f,2013-11-30
6229f2a956dd26cac99951e27f28b3b6,db9ddb1dc9ca36f0925dd59c3dc27307,834f3de3610c6a30ca42ab043c380f00,"",36.105278,-78.681793,Creedmoor,NC,27522,,Granville Co School District,Granville,t,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,College & Career Prep,Applied Learning,Technology,low poverty,Grades 3-5,30.00,916.39,1078.11,22,f,f,2013-11-30
cfdd9bd013a308fe34e18a0b33ddd29f,43d2d2edea2f8068021f9c5f5a6ac6a5,eec54e1e3d07c2a5ec271d76bac12118,"",39.931552,-91.367641,Quincy,IL,62301,,Quincy School District 172,Adams,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades 6-8,30.00,639.29,752.11,25,f,f,2013-11-30
1630835600388087695e55d85a7883a6,08700724230270af677c2033da672efa,ff20063a52cd607490a70e3ecd780431,370126003115,35.958262,-78.809885,Durham,NC,27703,urban,Durham Public School District,Durham,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,763.36,898.07,25,f,f,2013-11-30
1e99ecee3be61b1e3b4e308aaef2c8ce,b36e1ddec74dd10c914e0696aeb11687,f72e47ca9533a8d9aeef3182aa80292b,120039000390,25.786112,-80.133064,Miami Beach,FL,33139,urban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,30.00,433.48,509.98,11,f,f,2013-11-30
9c895709ec748c5385584eb4b903cc0c,b270e9c1960be8eea662778e2d95084f,c1d359a426673bb10cd6de99cc2e9c4d,120144001448,28.544386,-81.436996,Orlando,FL,32811,urban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,30.00,153.30,180.35,12,t,f,2013-11-30
4a575128b4d1dd2a72fd149b21b3c5b3,6895a14e8e1af8b179cd75c8c495a496,9f9ce33c44f0b6e7a884fb9af202e8fe,040306000240,33.451457,-112.203699,Phoenix,AZ,85043,rural,Fowler Elem School District 45,Maricopa,f,f,f,f,f,f,Ms.,f,f,Performing Arts,Music & The Arts,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,30.00,353.35,415.71,26,f,f,2013-11-30
