projectid,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
e52e8e8ce0b62340edbda161fa36cd16,f,t,t,t,f,t,f,f,42.0,4.0,4.0
e51b84149651dd71c356772323a061f9,f,f,t,t,f,f,t,f,50.0,0.0,2.0
e4e579cb346d74a097ab0f8a645c4a90,f,f,t,t,t,t,f,f,100.0,0.0,8.0
e486f8990fcba5b4681aa994c99c1896,f,f,f,t,t,f,f,f,100.0,0.0,1.0
e476e8fc5d6a4893e0724a76a686cf9f,f,t,t,t,t,f,f,f,66.0,3.0,1.0
e45b04d6c6f1495ef96456caa11b924f,f,t,t,f,f,t,t,f,26.0,4.0,19.0
e44b3d60798a0e74855cf3a2d03b35fb,f,t,t,t,f,t,t,f,46.0,5.0,6.0
e430e1d1c74c06ce7e7a198c1c5230d0,f,t,t,t,f,t,t,f,57.0,8.0,7.0
e42cddaed261311a67d9556d8aa69a3a,f,t,f,t,f,t,f,f,33.0,2.0,4.0
e419ffbb918676f81662a6ffd52a5038,t,t,t,t,t,t,f,f,71.0,3.0,6.0
e3fc578dc494852f3233a4f428a40e9b,f,f,t,t,f,t,t,f,50.0,0.0,3.0
e3db684ef211cb976ae5af25082386f8,f,f,t,f,f,f,t,f,,0.0,1.0
e3d9f34d583624cbebe7533f2528a86d,f,f,t,t,t,t,t,f,71.0,0.0,8.0
e3d5efc8875aa085e0d82669687c0ee9,f,,f,,f,,,,,,
e3adf54cfe426169e821d03e4637392e,f,f,t,t,f,t,f,f,60.0,0.0,11.0
e3a18cc42a623501534b6aac93e64679,t,t,t,t,t,t,t,f,100.0,1.0,3.0
e3972d429902526fcfd3a4660d7ff84d,f,f,t,f,f,f,t,f,,0.0,2.0
e38c4ac9f30d72fcdfa66f92b178e7bb,f,f,f,t,f,t,f,f,25.0,0.0,4.0
e371d6c4096d5b3515060f3579af2c06,f,f,t,t,t,f,t,f,100.0,0.0,1.0
e363ff86d1fbf05f63c996bef99ecdf9,f,t,t,t,f,f,f,f,40.0,2.0,1.0
e35766a32d639268e11499be90c84ca9,f,,f,,f,,,,,,
e32f373a73debb8a1d6a2c7218d95736,t,t,t,t,t,t,f,f,71.0,2.0,8.0
e32d9ce16cc6a261863bf03050c09d96,f,f,t,t,t,t,t,f,71.0,0.0,7.0
e2f32b640ff2d32d3355cfffb56833d4,f,t,t,t,f,t,t,f,33.0,1.0,4.0
e2a37859d88120a86d17d1d0df82016e,f,f,t,t,f,t,t,f,40.0,0.0,5.0
e29b2b3e18cf67d2cbd4790967f913ff,f,f,t,t,f,t,t,f,50.0,0.0,4.0
e2959c1e62304efeca33bec46f309cdf,f,,f,,f,,,,,,
e28aaf2e23931af43c8f9f80593d4e61,f,,f,,f,,,,,,
e246453097391cdeb244fef1272e3fb8,t,t,t,t,t,f,t,f,66.0,2.0,2.0
e23dbc92c84e8b112a3656da686c3519,f,f,t,t,t,t,t,f,87.0,0.0,15.0
e2393ec7afe5e34fd2e93779874ef9bd,f,f,t,t,t,t,t,f,66.0,0.0,5.0
e21800ebb14a68f87b3f50a113bb151a,t,t,t,t,t,t,t,f,69.0,4.0,11.0
e208e0ddb4bea30528bae92f23148f3d,f,f,t,t,f,t,t,f,33.0,0.0,29.0
e205b14dcfd872b175ca8a52f4a55e58,f,f,t,t,f,f,t,f,50.0,0.0,2.0
e1fd0f93a6dad214baff169768e5aa2d,f,f,t,t,t,t,t,f,75.0,0.0,4.0
e1f99dff8f000419ef51fe5ada402716,f,f,t,f,f,f,t,f,,0.0,1.0
e1f598b2d7b6302664c84f925b6ddb63,f,,f,,f,,,,,,
e1e25d50e17b820f42bc9487b05e9730,t,t,t,t,t,t,t,f,80.0,1.0,5.0
e1e135b4caf0858c98831cb91320d560,f,f,t,t,f,f,t,f,0.0,0.0,1.0
e1ca4b2dd1583f9f0a5dfde71252b8e7,f,t,f,t,t,f,t,f,71.0,4.0,2.0
e1c3db4b883ec870e85f0f36cc0d60bb,f,t,t,t,f,t,t,f,22.0,2.0,7.0
e1738112b656634d8fed89addf7fc494,f,t,t,t,f,f,f,f,50.0,2.0,0.0
e1583395ebc795a437230b11d9b79c0d,t,t,t,t,t,t,f,f,66.0,2.0,7.0
e1508f09e2705bb9c8d4647964f3b39b,f,f,t,t,f,t,f,f,50.0,0.0,4.0
e14e33a4028a82b260decf19cbf3fadb,f,f,f,t,f,t,t,f,50.0,0.0,4.0
e14716cb4836227924ffadc7d9c61d93,f,t,t,t,f,f,t,f,25.0,2.0,2.0
e1401bfc096f67a8176251f570a0e717,f,,f,,f,,,,,,
e10aa6d2f133f68ba3810a38e3d153a2,t,t,t,t,t,f,t,f,66.0,1.0,2.0
e0e83ea5b4b0e52b2c46322b99279a01,f,f,f,t,f,f,f,f,0.0,0.0,2.0
e0ccd0785535e45e2af45d6bdeb4a049,t,t,t,t,t,t,t,f,88.0,1.0,4.0
e09d6d27ecb53156ce4fb38a51dc15c3,f,f,t,t,t,t,t,f,80.0,0.0,5.0
e08c6b64550bfcc40383282acc918128,f,f,f,t,f,f,t,f,50.0,0.0,2.0
e06d6fc923661ec70513c17a833ac01e,f,f,t,t,f,t,t,f,25.0,0.0,4.0
e04de9d3a210887d29c1b88d278f5ee1,f,f,f,t,t,f,f,f,100.0,0.0,2.0
e04814b1a9a8c4db2b1a46103e006d41,f,f,f,t,t,t,f,f,100.0,0.0,3.0
e0157285f02e6b8bfe0855258b9999fa,f,f,t,f,f,f,t,f,0.0,0.0,1.0
e012ef5793070a8f4f34b2ba0b3e00fb,f,f,t,f,f,f,t,f,0.0,0.0,1.0
e00ffa1217ea88653a25e030a2f4dbce,f,f,t,t,f,t,t,f,50.0,0.0,3.0
dfeb1aa08bc3eb8e258db5d28d6dbe57,f,,f,,f,,,,,,
dfe830de07ac59331ce40eb4e93ab411,f,f,t,f,f,f,t,f,0.0,0.0,2.0
dfc2f511108114134c95de8a306adc28,f,t,t,t,f,t,t,f,53.0,16.0,11.0
df920896ee9f2cf4d4fa4483fc866c29,f,f,t,t,f,t,t,f,12.0,0.0,8.0
df8d1554c03c733374c18f9d8b22ee2c,f,t,t,t,f,t,t,f,25.0,2.0,7.0
df7a0d0004f3744f2d27f5260c90042d,f,f,t,t,f,t,t,f,50.0,0.0,8.0
df44bb0721b82cf05b394bf161de5b4c,f,,f,,f,,,,,,
df30502ba85bf93fb8be80253dd72cb2,f,f,f,f,f,t,f,f,,0.0,9.0
df27dbbec7254892aeddba7534fdc7dd,t,t,t,t,t,f,t,f,66.0,2.0,1.0
df18d8e41c7bb1b7b9ea9c4e888e2b96,f,,f,,f,,,,,,
df0d3de573d952d37677851c4cc3c4ea,f,f,t,t,t,t,f,f,62.0,0.0,6.0
def2b9f3f3ef6def6d54cfd2bd54cec7,f,f,f,f,t,f,f,f,100.0,0.0,1.0
deecdd4738cc4f86156fdc8d56e1ef16,f,f,t,t,t,f,t,t,66.0,0.0,2.0
deec7760d440ce46e81496f8ded80ed8,f,f,t,t,t,t,t,f,100.0,0.0,20.0
deb0a7b77f253b11847c3abd23897d3d,f,t,t,t,f,t,f,f,60.0,3.0,9.0
deac11756a15505bc690f779edaec696,f,f,t,f,f,f,t,f,0.0,0.0,2.0
deaa0ffce4a802d491ed86b5fdbfb521,f,t,t,t,f,t,t,f,30.0,3.0,7.0
de8c7141c902ec08de75cbdc327d59ee,f,f,t,f,f,t,f,f,20.0,0.0,5.0
de84f7eda301e50ddff88408eba572d3,f,f,t,f,f,t,t,f,40.0,0.0,7.0
de7c163aa8a4ca92f213fda9b6b27590,t,t,t,t,t,f,t,f,66.0,2.0,1.0
de5713616ba1ffa16b6558e189d7b393,f,,f,,f,,,,,,
de51293432d3c35d927cecab3b2701a0,f,f,t,t,t,t,t,f,87.0,0.0,14.0
de4f33a5ed93bc9035b6b92d908fe886,f,t,f,t,f,t,t,f,36.0,7.0,4.0
de279050b361be20c7d7827ae0b8d424,f,f,f,f,f,f,f,f,,0.0,1.0
de12991e0bce4ae27a161400f3a344b5,f,,f,,f,,,,,,
de1204115168f43f01b570d9759aeac8,f,f,t,f,f,f,t,f,50.0,0.0,2.0
de0b5236c13c5c32060389c88759cfdf,f,t,f,t,f,f,f,f,33.0,2.0,2.0
de0081dd3647cdf9f6d90ca0409a5116,f,f,t,t,t,f,t,t,100.0,0.0,1.0
ddf5841ee831ee4736423a8896b9a624,f,f,t,t,f,t,t,f,6.0,0.0,16.0
ddeac1c7369ac0c437f2c77297633f40,f,t,t,t,f,t,t,f,61.0,13.0,7.0
dde93ce738c5b19379bcda4a8e0eac14,f,t,t,t,f,t,t,f,33.0,3.0,3.0
ddd08231a4c316937c53d0cd5d4686f9,t,t,t,t,t,f,t,f,75.0,2.0,2.0
ddc483eb72d45669aefdeebeb4811d0f,f,f,t,f,f,f,t,f,,0.0,1.0
ddc396d0eddc869278d1031e4a657002,f,t,t,t,f,f,t,f,50.0,2.0,2.0
ddc02403f737e628f4319f87c558b075,f,f,f,t,f,f,f,f,,0.0,1.0
ddbf78cbf340ed27c82612da7784e644,f,f,t,f,f,f,t,f,0.0,0.0,1.0
ddb857438a076e5e37f181088fc47b72,f,f,f,t,f,f,f,f,,0.0,1.0
dd8f52fd05284d7353a0b40ad8008c16,f,f,f,f,f,f,f,f,50.0,0.0,2.0
dd72dda17803b77c68f8afa399533ec4,f,f,t,f,f,t,t,f,33.0,0.0,5.0
dd6a656d11274a87f2cfd2234a363303,f,f,t,t,t,t,t,f,80.0,0.0,6.0
dd4f1e2fdc7003bebd3573f008738d5c,f,f,t,t,t,t,t,f,66.0,0.0,3.0
dd4c698b43da899da0bbd8b204db27ee,f,t,t,t,f,t,t,f,60.0,2.0,4.0
dd3b14aa29e1cd0283efd35a14b65d71,f,f,t,t,t,t,t,f,100.0,0.0,9.0
dd297222d907ea26af0acb419ada5c2c,f,t,t,t,t,f,f,f,66.0,2.0,1.0
dd0aa54b1282c1ae9e82d2ab0e6279d2,f,f,t,f,f,f,t,f,0.0,0.0,2.0
dcdc225a40f900ce07e90036cd988d35,f,f,t,t,f,t,t,f,50.0,0.0,5.0
dcc05cdd07d8ae7919f5a3a2e190fb30,f,f,f,t,t,t,f,f,100.0,0.0,3.0
dcb428c9028dba7494609d11eda5d4b9,f,t,t,t,f,t,t,f,20.0,3.0,5.0
dca79f37d438e1aec0fef655de7bea2c,f,f,f,t,t,t,t,f,100.0,0.0,4.0
dca08ee1dd4852a9764814619480ac65,f,,f,,f,,,,,,
dc9549892988122a551154e16bf7b785,f,f,f,t,f,f,f,f,0.0,0.0,1.0
dc85f81452cf3c26fa0c4e18aecfd27a,f,t,t,t,f,f,t,f,60.0,5.0,1.0
dc82f8a97c60c803d27db7d432eaebb1,f,,f,,f,,,,,,
dc81f5de389dd484eab7dc3fa6932eb6,f,f,t,t,f,f,t,f,0.0,0.0,2.0
dc7b36f980658fb165ecb1b4b2d99328,f,,f,,f,,,,,,
dc3af6176a0136a0f096f7feacd8a585,f,f,f,t,f,t,t,f,50.0,0.0,3.0
dc380c001f568354bc7092388c462113,f,f,t,f,f,f,t,f,0.0,0.0,1.0
dc2ddc174801268c35d97a8892d0cc69,f,t,t,t,f,t,t,f,20.0,2.0,4.0
dc211567d5db88f5f69a8fbe419f22d6,f,t,t,t,f,t,t,f,16.0,5.0,3.0
dc1532b003dc87bc941b2728c99410ad,f,f,t,t,f,f,t,f,50.0,0.0,2.0
dc10cb74efe158bfa01f7d5d64d37085,t,t,t,t,t,t,t,t,88.0,2.0,9.0
dc0c3da812fc5d7d45a2d146a1517ab5,f,f,t,t,f,f,t,f,0.0,0.0,1.0
dbf227300fce878bcb1bd1d385263bb9,f,,f,,f,,,,,,
dbd7ad60afa0645205b810c31a3fc058,f,t,t,t,f,t,f,f,50.0,1.0,6.0
dbc591cf531d13b56178a8a9da9e5566,t,t,t,t,t,f,t,f,66.0,6.0,1.0
dbc3bf11870bfd0bec2c8c34faf522ab,f,f,t,f,f,f,t,f,,0.0,1.0
dbae3307d71fe67f6f7e0ca976512f7d,f,f,t,t,t,t,t,f,66.0,0.0,6.0
db8a915e16168a1a500b38cc07ea81cb,f,,f,,f,,,,,,
db8842bd7ce7d089c5188e7b7ad4e7e0,f,f,t,t,f,f,t,t,0.0,0.0,1.0
db82819a42b2e1c28bff900258e2bff4,f,,f,,f,,,,,,
db793cef66bb37e226e463269457c761,t,t,t,t,t,t,t,f,66.0,2.0,4.0
db6a984a4b7929a154323e45a35d9378,f,f,t,t,t,t,t,f,100.0,0.0,3.0
db3c9813baa5e90965d726d5369032d1,f,f,t,t,f,f,t,f,50.0,0.0,2.0
db21e318cab369af321db88da9c9bee9,f,f,f,f,t,f,f,f,100.0,0.0,1.0
db04951e19988f3c38f047b8f3cfb6c0,f,,f,,f,,,,,,
daecfd57ffa60b8926423b4746d14d95,f,f,t,t,t,f,t,f,100.0,0.0,1.0
daa3adccd7b44b6af9880297b044090b,f,f,t,t,f,t,f,f,33.0,0.0,3.0
da43d15c43b8c19c0dc5b253c8aaa296,f,f,f,t,t,t,f,f,100.0,0.0,3.0
da2ab3a56405e07ab2cbe37e89aa8a71,f,f,t,f,f,f,t,f,0.0,0.0,1.0
da1c1a16b80b8ed47fea631c888611bb,f,,f,,f,,,,,,
d9e89098ab1972a2a83465834d6493df,f,t,t,t,f,f,f,f,37.0,5.0,2.0
d9bf76703c5f900c8c26385df80fd4f7,f,f,f,f,t,f,f,f,100.0,0.0,2.0
d994677fbe677229bf0b54733966c0ad,f,f,t,t,t,t,t,f,100.0,0.0,10.0
d963db56d84eb3448df1121adc441177,f,f,t,t,t,f,t,f,100.0,0.0,1.0
d9482843f7735a532d6fb1dca68c711b,f,t,t,t,f,f,t,f,40.0,2.0,1.0
d9449a0d147646d938b403745aa8479c,f,f,t,t,f,f,t,f,0.0,0.0,1.0
d9430ae402a99b8681fe88742170b4a1,f,t,t,t,f,t,t,f,60.0,4.0,7.0
d9293befe04c89abb0f7ab0335f784ad,t,t,t,t,t,t,f,f,69.0,3.0,45.0
d91664777c1b5a7f2eed140ed777d562,f,f,t,f,f,f,t,f,50.0,0.0,2.0
d8ea5a49aa6c6d65ebbaa28e3ba6d1dd,f,f,t,f,f,t,f,f,25.0,0.0,3.0
d8e692d2075b8818bc5fb12b65d72e31,f,,f,,f,,,,,,
d8e2bd571a8e5c5bea96303b8ebeddf3,f,f,t,t,f,f,t,f,50.0,0.0,2.0
d8df65a5e90b4cb68552e104fb355aea,f,f,f,f,f,f,f,f,,0.0,1.0
d8de2e532ad1306448b731e35b8a07bc,f,f,t,t,f,t,t,f,0.0,0.0,3.0
d8ddfc67c48a8658d344ab5398a7e0ca,f,f,t,t,f,f,t,f,50.0,0.0,2.0
d8b78c6b8fa200b77006f7fbe9cb1565,f,t,f,t,f,f,f,f,0.0,1.0,2.0
d8ad4fcf0a66369aff54568a7ed87721,f,t,t,t,f,f,f,t,50.0,1.0,1.0
d88f14bbe58accf66fcdcaedc1bb0652,f,f,t,t,f,t,t,f,28.0,0.0,8.0
d8866db56237050f75764e8efdb16311,f,f,f,t,f,f,f,f,0.0,0.0,2.0
d87af018398093083f15907037bba5b4,f,f,f,t,t,f,t,f,100.0,0.0,2.0
d86ddce9d0f0bce815de123bdee3e21c,f,t,t,t,f,t,f,f,33.0,4.0,5.0
d8634b78da00516d21dfce6144e35dc6,f,f,t,t,f,f,t,f,50.0,0.0,2.0
d8533ecadc20bca69c6b57bcbc53c76d,t,t,t,t,t,t,t,f,85.0,3.0,4.0
d84e09896d6202c04d657fd6dee71a17,f,f,t,t,f,t,t,f,25.0,0.0,4.0
d84d89c31a0c41350683d1bcb68737c6,f,f,f,t,t,t,f,f,75.0,0.0,4.0
d818bb672dff55b843444f6331fb3f75,f,f,t,t,f,t,t,f,50.0,0.0,3.0
d801867d54c7a797ab0a9aa2ecf6caf2,f,,f,,f,,,,,,
d7f5bf21619c6e7a21a4621e469a6612,t,t,t,t,t,t,t,f,94.0,1.0,12.0
d7ec7787df2653e5336085558313fbcc,f,f,t,f,f,f,t,f,0.0,0.0,1.0
d7e275bd59abcab717a96f9797054d16,f,t,t,t,f,t,t,f,50.0,6.0,7.0
d7ce68e1ebc14dd5925cec152479ffaa,f,f,t,t,t,t,t,f,100.0,0.0,4.0
d7879b3f8ce2e0ff4b955e03cfcaf0f2,f,t,t,t,f,f,t,f,50.0,4.0,2.0
d76b56c9d323fe93abd13f85da4d45b4,f,t,t,t,f,t,f,f,37.0,5.0,3.0
d76510bd9510954f093d164e89ccdc0b,f,f,f,f,t,f,f,f,100.0,0.0,2.0
d74b15a55e4d1d44fe8353a2228a2288,f,f,t,t,t,t,t,f,66.0,0.0,20.0
d727a22f91b69516a800e1c85ce17969,f,f,f,f,t,f,f,f,100.0,0.0,1.0
d708c9d28b4deca7aa7bf4cb0b698626,f,f,t,t,f,t,t,f,22.0,0.0,9.0
d6ed5567d417b65ab16a92b7ec5f7c9b,f,f,t,t,t,t,t,f,100.0,0.0,9.0
d6afaf127448961ad30d6eb3bcc17934,f,f,t,t,t,t,t,f,75.0,0.0,4.0
d68f985210ba947fadc92490ed42dee8,t,t,t,t,t,t,t,f,66.0,2.0,6.0
d68e56a743162a705002f27ea7ecc906,f,f,t,t,t,f,t,f,100.0,0.0,1.0
d68014f8eeeb8bf4acd688ab367b039f,f,f,t,f,f,t,t,f,33.0,0.0,3.0
d67465dd86523e38f6d29f18edc9361d,f,t,f,t,t,t,t,f,100.0,3.0,7.0
d67149391f2f587f54534f13e7604544,f,,f,,f,,,,,,
d668c1db2a0f5baf4ee4075d466f37f5,f,f,t,f,f,f,f,f,0.0,0.0,2.0
d66146e819afb5e8be4d1131381418f1,f,f,t,t,t,t,t,f,100.0,0.0,13.0
d61c0a40e255efedb4495e86ad596495,f,f,f,t,t,f,f,f,100.0,0.0,1.0
d60fa0f82c0e1a50e46c42d5e68df7ff,f,f,t,t,t,f,t,f,100.0,0.0,1.0
d5f485f96249e65e4cd211cd6a189935,f,t,t,t,f,t,t,f,46.0,6.0,5.0
d5f129d3c02f02fb05614f81e329357a,f,t,t,t,t,f,f,f,100.0,1.0,1.0
d5e4a08582967aaabf772be7d2cc613a,t,t,t,t,t,t,t,f,100.0,4.0,5.0
d58d59eaac26238f5145fef7fbe63005,t,t,t,t,t,t,f,f,70.0,4.0,6.0
d5803a496e85bf4dcf1c6c476475ff2d,t,t,t,t,t,f,t,f,100.0,1.0,2.0
d56c7a10cd64578eebf9d3bf61a822a3,t,t,t,t,t,t,t,f,66.0,3.0,4.0
d55af6dc0b2caa3202e5bb3041250511,f,f,t,f,f,f,t,f,0.0,0.0,1.0
d559c3b4d527aecff790bbb9db07d29f,f,f,t,t,t,t,t,f,66.0,0.0,6.0
d54cd206bbc6bce2d0b97a1055a397e0,f,f,t,t,t,t,t,f,66.0,0.0,9.0
d539e29ba77d009c5ad88a002a332c64,f,f,t,t,t,t,t,t,100.0,0.0,4.0
d53929458d057d1b9b7fc1762858b2ce,f,t,f,t,f,f,f,f,50.0,2.0,2.0
d525004bc54d7e5d19f54a2cac4de96d,f,f,t,f,f,f,t,f,50.0,0.0,2.0
d523219d97c2b1f9a3991dd7478140ca,f,t,t,t,f,f,f,f,20.0,4.0,0.0
d51ef0b073dc2bc63677d2f54365e54c,f,t,t,t,f,f,f,f,50.0,4.0,0.0
d51bffd4b54f918c00ca748a87c57411,t,t,t,t,t,t,t,f,75.0,1.0,3.0
d515c691dbe8e78c08f9c9f7f6b07dfc,f,t,t,t,f,t,f,f,28.0,4.0,7.0
d50d024c7e3ec668e151a2b58b29cd74,f,f,t,f,f,f,t,f,,0.0,1.0
d50b6b5f82818c2edd60c23d03a05b07,f,f,t,t,f,t,t,f,50.0,0.0,13.0
d4eb6a61104304eecd2960ddaf60a4db,f,f,t,t,t,t,t,f,100.0,0.0,4.0
d4e5234b5068b1ee8af276479b8dc696,f,t,t,t,f,t,t,f,39.0,8.0,10.0
d4cc54ff08c66fb490e4476fed5143d4,f,f,t,f,t,f,t,f,100.0,0.0,1.0
d4c5c76cb83f8a8c4f532c2d27200316,f,f,t,t,t,t,f,f,100.0,0.0,7.0
d46236aad69f64d730f1317cf5541af0,f,f,t,t,t,f,t,f,100.0,0.0,1.0
d45f09e26f8623911356851e5b21f033,f,t,t,t,f,f,t,f,50.0,8.0,1.0
d45361776fa2749aabdfd3659ddd313f,f,,f,,f,,,,,,
d449e5a08c5f6a63df28ed29d189b3fd,f,f,f,t,f,f,f,f,0.0,0.0,1.0
d43d244807b559fcac9a8d5ca6b0662a,f,,f,,f,,,,,,
d42e08b437a04354fff2daf3e3880712,f,t,t,t,t,f,f,f,100.0,5.0,1.0
d428dc0e852649d4e5692a16ae8f7f95,f,,f,,f,,,,,,
d3ee901cad785f1596fe3c5a94b369fa,f,t,t,t,f,t,f,f,33.0,6.0,3.0
d3de1bd55ed2e1d8cf14af2a2f842dc0,f,f,f,f,f,f,f,f,,0.0,2.0
d3d6fc398296215a9b7982810daaed86,f,f,t,t,f,f,t,f,50.0,0.0,2.0
d39b5f81c9047b1c7b70f74f4e8f9a78,f,t,t,t,f,f,t,f,33.0,4.0,2.0
d37fb25da320ad1c9307787e3f2c412d,f,t,t,t,f,t,t,f,25.0,1.0,3.0
d3606946a212794ef8c7a6c63de16696,f,f,f,t,t,t,f,f,80.0,0.0,8.0
d3188de38deaf7fd6f0adc837134c56c,f,f,f,t,t,f,t,f,100.0,0.0,2.0
d30523a2661e871bed2abc624319c34e,f,f,t,t,t,t,f,f,83.0,0.0,12.0
d2f4ae66dda37ea2ecc72938f35b671e,f,t,t,t,f,f,t,f,50.0,5.0,1.0
d2eabd2ebb067327c26940f8b3c9084b,f,f,t,t,f,t,t,f,50.0,0.0,4.0
d2aa0e0ac2cec22ae10e841ccddb828d,f,f,t,t,t,t,f,f,100.0,0.0,8.0
d280af4c449344fa225f3b95f3b265da,f,f,t,t,f,t,t,f,42.0,0.0,5.0
d2807db7026ac81d3eaf00244523a707,f,f,t,t,t,t,t,f,71.0,0.0,7.0
d279b587edbd4c381c9464778c14799b,f,f,t,t,f,f,t,f,50.0,0.0,2.0
d27638dbb69e9d4c4492bd3131c93bf9,t,t,t,t,t,t,t,f,77.0,5.0,7.0
d275b6afae9bee42608a0fdd396bcbe9,f,f,f,t,f,t,f,f,40.0,0.0,5.0
d273bc167a223782ac0a6733af2e1f1f,f,f,f,t,f,f,f,f,,0.0,2.0
d2416d8782630f74707e317779c01702,f,,f,,f,,,,,,
d23a0f08eb883abae5849a13ba467380,f,f,f,t,t,t,t,f,100.0,0.0,4.0
d225f13a484039cbbfe356e7c1bd3728,f,f,t,t,f,t,t,f,50.0,0.0,3.0
d2259c49fd42a5fd3673d6ab010c921b,f,f,f,f,t,f,f,f,100.0,0.0,1.0
d21310dcc14d0e3590611c32e7e4e951,t,t,t,t,t,t,f,f,100.0,1.0,6.0
d20ffc8f911045bf973aed87da624069,f,f,t,t,f,t,t,f,33.0,0.0,6.0
d1eb701b181028fcb6ffeb95d55aef4e,t,t,t,t,t,t,t,f,80.0,2.0,4.0
d1e90477c7264cdc3837329d6a810175,f,t,t,t,f,t,t,f,56.0,6.0,6.0
d1b41538a9a1652cc764d81b7fe294fc,f,f,t,f,f,f,t,f,0.0,0.0,2.0
d1af6f7b0238027b8f4bdc3573dd2a94,f,f,t,t,t,t,t,f,100.0,0.0,3.0
d1a67be86d6097535181e7d62eda314b,f,,f,,f,,,,,,
d17804d622fbd51ee0e1199b62b7a993,t,t,t,t,t,t,t,f,75.0,1.0,3.0
d162b8175c3560707e57fc991d7cab13,f,f,t,t,t,f,t,f,100.0,0.0,1.0
d15c7f659a6f246856e840d061187740,t,t,t,t,t,t,t,f,75.0,2.0,7.0
d1112808bbc7d738417e59cf6a0eeefe,f,t,t,t,f,t,f,f,42.0,3.0,3.0
d0f4d1295b2721b4125b7983796931c6,f,t,f,t,t,t,f,f,66.0,2.0,3.0
d0e30e1a863ac6ef23086ac326f31e16,t,t,t,t,t,f,t,f,75.0,2.0,2.0
d0cf2023cfe24c4dffe3f3d1a44a154d,f,f,t,f,f,f,t,f,0.0,0.0,1.0
d0a358d4b89ae1ec4ab2d8146d5fc00a,f,f,t,t,f,t,t,f,33.0,0.0,5.0
d09eeca541cb17cf96f51a3769d2ec57,f,f,t,f,f,t,t,f,0.0,0.0,34.0
d0895b0e6fe6ea4de7e7417c394fbb97,f,f,t,t,f,t,t,f,50.0,0.0,3.0
d081706aac8560530aea729b292f10ff,f,f,t,t,t,t,t,f,66.0,0.0,3.0
d07cf490a51548b7084ddcce7275a7c4,t,t,t,t,t,t,f,f,80.0,8.0,14.0
d04ea7084887500c1911e1a5364b7c69,f,t,t,t,f,t,f,f,50.0,3.0,5.0
d02fa1ae8bc3a93b97064f29a575d5bd,f,f,t,t,t,t,t,f,100.0,0.0,3.0
cffabf6bd90c5b1909215db2c5317df3,f,t,f,t,f,f,f,f,60.0,5.0,1.0
cfdea4a223f1a00cadbffb7eecb5e99e,f,t,t,t,f,t,t,f,33.0,7.0,3.0
cfdd9bd013a308fe34e18a0b33ddd29f,t,t,t,t,t,t,t,t,72.0,3.0,14.0
cfd64032b894c501d906fb2fc76a9b11,f,f,t,t,t,f,t,f,100.0,0.0,1.0
cfd2f62046d487e5a3ae2544dbcec61c,f,f,t,t,f,f,t,f,50.0,0.0,2.0
cfc5415e9b8614f583f1ee5a2d234404,t,t,t,t,t,f,t,f,75.0,3.0,1.0
cfbafb08ebb9033a75c574433dff00f1,f,f,t,t,f,f,t,f,50.0,0.0,2.0
cf77a22a993ab3dd4a6d8a2188d44b98,t,t,t,t,t,t,t,f,71.0,2.0,7.0
cf7600530305bcd83886a8d8fedc8f65,f,,f,,f,,,,,,
cf584a4ad70d2963a100705830e6ae4d,f,f,t,f,f,f,t,f,50.0,0.0,2.0
cf53db87d130be11fc253b7c5d755e8b,f,,f,,f,,,,,,
cf4badf379488342dff6e590a19275fd,f,f,t,f,f,f,t,f,0.0,0.0,1.0
cf44d0a2c3d892c66c38b6d0f99de0de,f,f,t,t,t,t,f,f,71.0,0.0,8.0
cf32ab4f38c569c87200e8f71b887268,f,t,t,t,f,t,t,f,40.0,6.0,4.0
cf3073d67506c3e36490a57056f2e60c,f,f,t,f,f,f,t,f,,0.0,1.0
cf2844f61f53230105f93415f1a992aa,f,,f,,f,,,,,,
cf0fb60452564532c694aef3ee5991c8,f,t,t,t,f,t,t,f,0.0,4.0,4.0
cf032624a5098ea885442587366f8dd8,f,t,t,t,f,t,t,f,14.0,3.0,3.0
ced4e98d6a8a27e660bf7d6c62c6f468,f,f,t,t,t,t,t,f,88.0,0.0,10.0
cea9d1975cb018ad6d94e25fce6533a1,f,t,t,t,f,t,f,f,40.0,3.0,4.0
cea0fdaf767dc6cdb8dc390fcade7dff,f,f,t,t,f,t,t,f,50.0,0.0,4.0
ce4cd1e956e8a2c5488e75ace67b2126,f,f,t,f,f,f,t,f,0.0,0.0,2.0
ce333ecc29a7aa6b0e97c94c1dfed655,f,f,t,f,f,f,t,f,0.0,0.0,1.0
ce21c8efc88fb05d45b18704786f199c,f,f,t,t,f,t,t,f,4.0,0.0,44.0
ce135a10cb73710de582fd2edd924194,f,f,t,t,f,t,f,f,25.0,0.0,4.0
ce12e13e6e041d5f35862673b20dabc7,t,t,t,t,t,t,t,f,100.0,2.0,5.0
ce12039f4165ce69afee5ce53c28ddc7,t,t,t,t,t,t,t,f,75.0,2.0,3.0
ce11635c536d7b73b26b808598585af7,f,f,t,f,f,f,t,f,0.0,0.0,1.0
